main_matrix_name,aux_0_matrix_name,aux_1_matrix_name,rmse
DOSZ010104.csv,DOSZ010101.csv,JOND940101.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,OVEJ920104.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,PRLA000101.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,KANM000101.csv,0.7291
DOSZ010104.csv,DOSZ010101.csv,OGAK980101.csv,0.7292
DOSZ010104.csv,DOSZ010101.csv,MUET010101.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,GIAG010101.csv,0.7292
DOSZ010104.csv,DOSZ010101.csv,KAPO950101.csv,0.7292
DOSZ010104.csv,DOSZ010101.csv,KOSJ950102.csv,0.7293
DOSZ010104.csv,DOSZ010101.csv,QUIB020101.csv,0.7295
DOSZ010104.csv,DOSZ010101.csv,LEVJ860101.csv,0.7294
DOSZ010104.csv,DOSZ010101.csv,MEHP950102.csv,0.7295
DOSZ010104.csv,DOSZ010101.csv,VOGG950101.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,KOSJ950103.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,FITW660101.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,KOSJ950115.csv,0.7298
DOSZ010104.csv,DOSZ010101.csv,OVEJ920102.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,QU_C930102.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,RISJ880101.csv,0.7296
DOSZ010104.csv,DOSZ010101.csv,QU_C930103.csv,0.7297
DOSZ010104.csv,DOSZ010101.csv,DAYM780302.csv,0.7296
